pub_date;title;venue;excerpt;citation;url_slug;paper_url;slides_url
2021;Post-processing Approach Using Clustering for Vision-based Crack Detection Algorithms;Proceedings of the 6th International Conference on Engineering Mechanics and Automation, (ICEMA);   ;Q.M. Doan, V.D. Nguyen, C.H. Le, N.K. Nguyen, T.H. Dinh, “A Post-processing Approach Using Clustering for Vision-based Crack Detection Algorithms”, in Proceedings of the 6th International Conference on Engineering Mechanics and Automation, (ICEMA), 2021, pp. 9-15. ; Post-processing Approach Using Clustering for Vision-based Crack Detection Algorithms ;   ;  
